id,type,text1,text2,text3,text4,notes
station_arcadia,CUSTOM,霸主 的后勤中心，其建设目的是为了满足当地舰队补给需求，进而以 Arcadia 战略驻地为跳板向周遭星系投射军事力量。核心结构上实用而优雅的巨大圆环结构可以追溯到 大崩塌 之前原始空间站的挥发物虹吸设施。该地装配了将运往 Agreus 用于再组装的粗制武器吊舱与装甲结构，用于应对突袭这一重要物资聚集地的风险。,,,,
fusion_lamp,CUSTOM,一个 人之领 时代的聚变射灯，足以为行星提供巨量的光能与热能。,,,,
food,RESOURCE,为了出口被封装保存好的各种食物产品。其保质期不会少于五个标准 人之领 星历年。,,,,
organics,RESOURCE,由大量复杂的碳基化合物及其衍生物组成。被广泛应用于塑料、燃料、溶剂、聚合物、食品，生物技术与其它生活必需品等领域中。,,,,
volatiles,RESOURCE,内含例如氘的轻元素稀有同位素，在燃料加工和其他先进工业生产过程中具有重要应用。,,,,
ore,RESOURCE,包括含黑色金属和常见有色金属的矿石。必须被提炼加工后才能被应用于工业用途。,,,,
rare_ore,RESOURCE,未经加工的重元素，可能包含有稀土元素，锕系元素和其它稀有矿物等，这些元素对于先进工业与应用研究方面是至关重要的。,,,,
metals,RESOURCE,精炼后的黑色金属和常见有色金属，遵循传统 人之领 标准浇铸成的金属锭。被广泛应用于建筑与产品生产。,,,,
rare_metals,RESOURCE,精炼加工后的重元素，囊括了从常见锕系元素到其他任何高能系统与前沿科学研究必须用到的更重更罕见的元素。,,,,
heavy_machinery,RESOURCE,用于在工业中处理物料的标准化模块重型机械。可被手动操控或套用常见的自动操作模板，也能被远程网络遥控。,,,,
domestic_goods,RESOURCE,自工业化航天文明建成以来，这些经大规模轻工业生产出的服装、小工具、配件、用品、使人们过上了舒适的生活。,,,,
organs,RESOURCE,人们现在已经普遍接受器官移植这种行之有效的方法。但健康而合适的器官总是那么稀有，如果你不在乎来源是否合法，那就去黑市瞧瞧吧。,,,,
drugs,RESOURCE,"在部分行星上被明令禁止，这些所谓 ""化工艺术品"" 包含了一系列令人眼花缭乱的产品，让那些寻求刺激、强化意识或逃避悲惨生活的人们沉迷其中。",,,,
hand_weapons,RESOURCE,品种丰富的武器装备，小到重型班组武器，大到机甲、坦克和浮空艇。在大部分的星球上都被禁止私人持有。基本上都处于已拆解装箱的状态，所以并不适合在临时组织的突袭中使用。,,,,
luxury_goods,RESOURCE,能让世界上任何一名行业精英都渴望拥有的奢侈品，每一件都是由真正的艺术大师亲手制作。,,,,
lobster,RESOURCE,混合了多种旧地球物种和一点想象力而创造出的生物，它们主要栖息在 Volturn 海底深处的破碎海床上，据说味道非常独特。,,,,
luddic_furniture,RESOURCE,卢德家具是一种罕见且极为珍贵的木制工艺品，由自然生长的木材作为原料，并由工艺大师以及他亲传的学徒联合手工打造。,,,,
ships,RESOURCE,"较低档次且经常在技术上有缺陷的 ""出口级"" 船体与军备，经常应用于商队护卫与基础星系巡逻队中。在势力间大批交易真正意义上的顶级星舰材料无疑是痴人说梦。",,,,
planet_nidhogg,CUSTOM,Yggdrasil 的卫星，过于靠近气态巨行星所产生的巨大潮汐力不断加热并搅动 Nidhogg 的内部结构。大量裂缝与火山遍布于星球表面，蔓延数公里的岩浆流在烧焦的大地上随处可见。,,,,
planet_ratatosk,CUSTOM,生命荒芜且贫瘠不堪，这颗主要由硅酸盐构成的卫星拥有稀薄的大气层。它常年遭受来自 Yggdrasil 的辐射侵袭，大气层因而发出淡淡光芒。,,,,
planet_raesvelg,CUSTOM,充满水和氨冰的深沟巨壑遍布于星球表面，而在地表之下、在冰层与硅酸盐构成的地壳之间，存在着一片没有生命的海洋。大崩塌 后，尽管 霸主 颁布的战略政策提高了对该星球重建项目与移民的资助标准，且获得了众多退役军人的大力支持，但依旧有部分圆顶城市因无人居住而遭到遗弃。随着最近 霸主 通过赠款的方式，刺激了当地颇具潜力的挥发物开采作业的发展，而被吸引来的诸神黄昏集团与 速子科技 的项目工作人员以及工人使日渐繁荣的 Raesvelg 的夜生活逐渐喧嚣了起来。,,,,
planet_skathi,CUSTOM,地壳由氮气和甲烷冰所组成，而表面则被大量硅酸盐与冰幔覆盖得严严实实。霸主 向 速子科技 颁发了此地的独家开发许可证，主要包括一处用于加工从 Niflheim 采集的挥发物的庞大工厂以及相关基础设施。有传言称这里的一切都是幌子，其目的是掩护一处秘密研究机构开展非法实验，但派遣至该处的调查员至今没有发现任何确实证据。,,,,
station_ragnar,CUSTOM,霸主 的废船墓地，除了一支加强星系巡逻队和防止 英仙座联盟 入侵的舰队驻扎外，Ragnar 综合实施内还停放着一批待以翻修或拆解的船体，后者会被送往 Arcadia 由与 霸主 关系密切的巨型企业完成。这个空间站通常由一位年迈的高级指挥官管理，作为对其安度晚年的安置。,,"绰号 ""坟墓""。破碎的弧形机库与龙门架将大量报废船只排列整齐，并等待检查。这里除了安检员手中的照明，与焊枪所发出的亮光，大部分时间都处于黑暗之中。但在这片黑暗里，不仅隐藏着一支庞大的舰队，其中心附近还有一处安置着民用承包商、海军船员、陆战队以及 霸主 管理人员的 HAD 圆顶城市。",,
station_mimir,CUSTOM,"速子科技 主动筹资在这建立了一处据点，其主要目的是运用一种含有 ""欧阳流程"" 的虹吸技术来 ""开采"" 这颗气态巨行星。虽然会消耗庞大的能源，可一旦将其中的重同位素稳定下来，就能实现自我维持。从 Niflheim 提取出的某种特殊的混合挥发物将被直接送往 Skathi 卫星上加工成有用的产品。",,,,
,,,,,,
,,,,,,
,,,,,,
planet_maxios,CUSTOM,小型类地行星。Maxios 曾是本星系的重要商业枢纽，但如今只剩下一片残垣断壁。摇摇欲坠的轨道防御系统只是偶尔还能正常运作，行星表面新旧交错地散落着一地的废墟和撞击坑。当地政体已经崩溃，当前总人口已是未知。掠夺者和幸存者之间常常会发生暴力冲突，武器起爆后的光辐射和电磁暴犹如气态巨行星的风暴一般在太空上悉数可见。,,,,
hot_gas_giant,CUSTOM,由于这颗气态巨行星非常靠近其母恒星，因此可以推论它很可能是在外部星系形成的，后因遭到未知原因脱离了原轨道，而成为了一颗流浪行星并迁移于此。主要由氢、氦两种气体所组成，且核心内的温度与压力是非常高的。,,,,
planet_tartessus,CUSTOM,卢德教会 的圣地与经济中心。作为 Eos Exodus 星系中人口最为稠密的行星，拥有大型政治区划的 Tartessus 将数个宁静的都会矗立于平静而温暖的海洋附近。这个世界的人口由卢德各个派别的信徒组成，这些大多来自农村的农业人口主要通过出口农作物与手工制品维持经济与生活。,,一个古老而干燥的世界，致命的恒星辐射在大气与磁场的保护下被阻拦在外，高度侵蚀的山脉和淤积的浅海遍布于行星表面，且没有活跃的地壳运动，但大气中的含水量远低于人类生存所需标准。此地相对易于开发的矿产资源，早就被一场曾经的工业化热潮消耗殆尽了。,,
planet_baetis,CUSTOM,来自外星系的一颗矮行星，被捕获至 Tartessus L4 稳定点，挥发物云雾从千疮百孔的地表上升腾而起。本星系首次殖民活动所遗留的基础设施一直被恒星风吹打，直到最近一群来自其他星系的无神论者与被从 Tartessus 流放的反对派在此地重新定居。卢德骑士团资助了当地掌控太空港的军政府，并从商业活动中收取什一税。,,,,
planet_daedaleon,CUSTOM,这里曾是 速子科技 公司经营的研究基地。在一次严重安全壳破损事故中，泄露了某种高能并可能具有自维持力的实验对象或废弃物。这些物质熔穿了地壳，在地幔中留下一股具有奇怪辐射特性的幔流，至今仍在向外喷发奇异粒子。在遭到遗弃后，该卫星上的人类活动仅剩下由卢德骑士团维护的轨道警告信标。,,,,
planet_hesperus,CUSTOM,在 卢德教会 正式接管 Eos Exodus 星系的过程中，这颗拥有稀薄大气但异常寒冷的冰冻行星就已经暂停了地貌改造。坚信苦难可以孕育美德的卢德骑士们在 Hesperus 表面散落的众多军事修道院中接受磨练，而仅仅被小规模允许的有机物开采也是忠诚卢德信徒的特权。Hesperus 及其卫星 Ceyx 由正阶 奥比斯 长老一并管理。,,众多修道院依附在险峻的裂谷、火山岩层的岬角甚至是突破厚重冰层的岩体上。如此险峻的地形阻止了外来者随意踏入，特别是那些未获得骑士赫免的不忠者。不过在执政的正阶 奥比斯 长老签署自由贸易协定后，浮冰上建立起了多处可以发射民用着陆信标的经济特区，吸引外界的商人。,,
planet_ceyx,CUSTOM,因重力而被捕获的矮行星，也是 Eos Exodus 星系中拥有最大规模军事设施的行星。卢德骑士团占用并扩建了此地的地下造船厂、军械库、兵营、训练营和行政设施，其中就包括了被认为是 卢德教会 无敌舰队维护处的设施。此地由 Hesperus 上的正阶 奥比斯 长老一并管理。,,,,
planet_chaxiraxi,CUSTOM,在 Magec 近轨道上的一颗气态巨行星，主要以氢、氦两种气体所组成，其核心内的温度与压力极高。因过于靠近 Magec，Chaxiraxi 的表层被不断加热，并逸散出发光的等离子羽流。部署在轨道上的气体捕集器偶尔会展开羽翼般的磁性收集器来收集这些轻质挥发物。,,,,
station_new_maxios,CUSTOM,曾经作为一处资源采集的重要枢纽，但由于 Maxios 的崩溃导致大量难民的涌入，这处枢纽中的所有设施被难民营所取代。新 Maxios 的人们凭借着不屈不挠的毅力和来之不易的专业知识重建了公民社会，还建设了轨道工业设施为分散的小行星矿区和自由勘探者提供支持。由自发组织的民兵海军所保护的 新 Maxios 自认为是 Maxios 宪章的继承者，但因规模太小难以迫使主要势力承认这一宣称。,,,,
station_tse_enterprise,CUSTOM,"这里是赏金猎人与海盗们的天堂，几十年前，速子科技 派遣了一支由特遣队与雇佣军所组成的舰队占据了这里，之后不仅建立起了一处大型的交易中心与货运港口，并赶走了所有拒绝支付新租金的家伙。如今这里基本由退休海盗激进分子以及难民所组成，据传言称：任何被运往这儿的货物都会被擦去 ID 并重新标记。除此之外，""Level 25"" 也是一处在当地享有盛誉的鸡尾酒酒吧。",,,,
station_kantas_den,CUSTOM,"此地是由一名野心勃勃的 人之领 后勤官 Kanta 上校在 Maxios 政体崩解后不久所武力夺取的。尽管她随后加入了 人之领 的继承者 霸主 的麾下，但在军阀 Onesimos Loke 入侵英仙座星域时立刻背叛了新任雇主，并与他达成协议。而 Loke 被打败后，Kanta 也随即继承了军阀的头衔。

据传即便抛去待在休眠舱里的 ""冬眠时间""，Kanta 依旧有近 200 岁的高龄。如今这处被隐形空雷和简陋火力基地所保护着的海盗王朝亦或是 ""家族企业""，仍被 ""年事已高"" 的 Kanta 所牢牢掌控。",,,,
orbital_station_default,CUSTOM,包含有造船厂、栖息地、工厂、战略储备的轨道空间站。该平台能让人类向已知空间投射军事与工业力量。,,,,
shepherd,SHIP,"Ko 联合实业 的著名公关代表曾经将 R450 牧羊人评价成民用护卫舰的典范之作，使得这艘拥有可靠性能，低成本以及舒适乘坐空间的护卫舰风靡一时。而之后一种专为牧羊人-级设计且广受欢迎的战斗模组，被生存主义者或海盗团伙组装到了船上，这种名为 ""HK"" 的模组不仅提供了可靠的额外装甲，且加装了能提高舰船速度与武器效果的超频装置。可即使经过改装，该舰依然非常脆弱，毕竟在作为民用舰船的日子里，它一般依靠实用的螟蜂无人机来代为完成工作。

""螟蜂"" 无人机是基于结实且易操作的半自动无人机的基础框架上改进而成，配备了能在高辐射危险环境下进行工作的外部涂层，常用作于采矿作业、打捞、排爆、甚至是清理核心熔毁。为其安装的 HK 模组不仅提高了切割激光器的聚焦程度，还用仿自于 人之领殖民地驻军 的无人机战术软件将其基础 AI 进行升级。要注意的是，这种模组的附件特别标注了 [严禁在非战斗中使用带有 HK 模组的无人机，否则后果自负]。",,,,
luddic_church,FACTION,"银河救赎教会的正式成立，是受 人之领 星门崩溃时一位名为 ""卢德"" 人士做出的殉道行为而获得的启发，以亚伯拉罕契约与一些来源可疑的 人之领 反对腐败、堕落、享乐主义和超人类事物的著作为主要核心，而建立起的一种等级体系分明、教条高度融合的教会组织。教会不仅向信徒们描绘了一幅更简单的生活方式、即人人拥有美德、人力资源充足的美好蓝图，并反对自星门崩溃以来那些企图分裂整片星域的暴力行径与科技差异。",,,,
knights_of_ludd,FACTION,卢德银河救赎教会的军事部门，仿照千年前的卫道士团体而建立。在教会管控的区域里，他们有权动用武力来确保科技的正确性，弘扬美德，惩处恶行。即使在教会控制区域之外，他们也会尽其可能地暗中用同样的方式来履行他们的职责。,,,,
luddic_path,FACTION,"卢德左径 是一种松散的团体，其成员是一群被边缘化的、激进的世界末日教派分子，这些世界末日卢德主义者们声称：他们对卢德给予人们的信息有着更为深刻的解读。在他们眼中，教会是妥协且腐败的，因为他们在世界末日临近之时，把世俗的自我安慰放在了追求真正的救赎道路之前。末日决战就是 ""现在""！其帷幕已经拉开！—— 只有通过强有力的正义行为，才能更大程度地击溃恶魔，只有通过暴力才能清扫人类对神的傲慢与不敬。在他们如此宣称之际，卢德左径 必然意识到他们已经陷入几乎与星域所有势力为敌的困境。",,,,
pirates,FACTION,严格来说，海盗比起一个统一的势力，更像是一种松散的联合体。他们之中有土匪、强盗、逃兵、掠夺者、赏金猎人、雇佣兵、和一些与星域中的强大势力们一样拥有着强烈斗争心并好战的舰长们。许多海盗因受到压迫逃离了星域的主流社会，并在远离核心世界的地方藏匿。大部分海盗舰长几乎不称呼自己为海盗，而是把自己看做反对 霸主 或 英仙座联盟 立下的不适当规则的挑战者，为这个已陷入歧途的社会所犯下的错误而向他们复仇。并凭借自己的聪明才智，带走一切能带走的东西。这些舰长的特点很明显，他们对自由和荣誉有着极为深切的渴望。通常情况下，他们不怎么为难那些带着官方身份识别器的同行们，并对他们保留有极大的宽容。,,,,
sindrian_diktat,FACTION,"辛达强权 是一个最近因 霸主 军事介入 Askonia 星系而产生的政治团体。那次干预由前 霸主 海军上将 Philip Andrada 所领导。他在 霸主 心理档案中的记录是 ""机智而富有领导力，但有过于自恋的倾向""。按照他的说法，辛达强权 ""于 Askonia 危机的磨炼中崛起，新一代人民昂扬奋发、英勇无畏、目标清晰、意志坚定、团结一心，足以克服大崩塌所带来的危机，将那些只会造成混乱的短视星际议会政治扫入历史的角落。"" 但整个星域的人们认为，他们不过只是个想在乱世获取利益的军事独裁政体。",,,,
asharu_platform,CUSTOM,Asharu 地貌改造项目中被遗弃的轨道空间站。没人期望能在这找到任何有价值的东西。除了废弃折断的残骸，这里只剩下一些空置的机库、被焊接在一起的废弃货舰、蜂窝状的破损燃料罐，而这里也一度成为了工程师与难民的聚集地。所幸的是，部分被动式能量收集器与三级维生模块的正常运作，使这处残破不堪的空间站依旧能在轨道上勉强运行。,,,,
pirate_base_generic,CUSTOM,"""冒险家""、海盗、雇佣兵以及人渣恶棍聚集的海盗基地。这处隐藏在势力领域之间的小型前哨站，尽管没有法律的约束，但却由一个不成文的规矩来维持脆弱的和平，因此很多商人或走私者也愿意在这进行信息交易，并出售一些非法所得的赃物。",,,,
planet_barad_a,CUSTOM,点缀在行星表面上的冰火山使地表被厚厚的冰层所覆盖。这颗行星的易挥发元素曾被大规模地提取，以满足星系中其他行星的地貌改造工程的需求，如今只留下冰原废土中的质量投射器机架依然肃立。小群的独立矿工利用其中一些尚能使用的老旧设备，在氨冰冰川中勉强维持艰苦的生活。,,,,
pirate_base_barad,CUSTOM,最初由 天苑四-乌托邦地貌改造集团 建造，目的是为了在进行大规模地貌改造工程的同时协调挥发物提取工作，如今这已被一群 '冒险家'，强盗和雇佣军所占领，以试图躲避 霸主 对他们的监视与压迫。这儿没有法律，只有不成文的规矩维持着当地的和平，因此任何人都可以来此进行贸易、交换信息以及出售战利品，而在 Barad 卫星上工作过的矿工们也聚集于此，出售带来的货物、诉说夸张的故事、或进行其他的休闲活动。,,,,
station_achaman_enterprise,CUSTOM,"Achaman 空间站的意义在于，让 Guayota 吸积盘的居民不必冒着被海盗抢劫的风险，就能在这处相对较安全的港口内进行商业活动。而作为 ""看守人"" 的 速子科技 也很乐意利用该空间站的价值来获利，正如人们所常说的：所有东西都能在 Achaman 空间站里被卖掉。",,,,
,,,,,,
hegemony,FACTION,"作为 人之领 的军事继承国，霸主 最初是由一支因 人之领 星门网络崩溃后被困在偏远星系的失落战斗群所组建。它的建国宣言基于一个能 ""创造性地"" 将 人之领 时期的军事戒严法进行无限期延长的解释条款。霸主 的建立者们坚信：想要重新回归 人之领 的体制，维持全星区甚至整个银河系的和平、稳定与繁荣，就必须凌驾于琐碎的人权之上。人类正经历生死存亡的紧要关头，只有处于 霸主 严格的军事体制下才能保护那些可以孕育基本正常人类文明的世界。任何危及这项""伟业"" 的隐患都必须遭到排除；如果一些激进分子因无知或利益而极力阻止这份伟业，那么将其作为牺牲品也在所不辞。

在 霸主 所统治的行星和空间站里，便于治理用的民间政体依然存在，但却完全隶属于军队。因 人之领 的政策原因，导致民间组织的细节在不同世界中各不相同。一旦这些组织存在问题，霸主 就会用个修订后的 人之领 时期的殖民章程来强行决定政府结构。尽管标准民间政体是由民选产生，但根据军事戒严法，有效的候选必须得到当地军事机关的核准。虽然特殊时期需采取特殊措施，但 霸主 仍在 人之领 所建立的原则下，抚育着银河民主那在风中摇曳的火焰。
",,,,
tritachyon,FACTION,"速子科技 是在 人之领 星门系统崩溃后，星域中最强大的巨型企业。它专注于尖端 AI 科技的开发，并多次违反 人之领 禁止研究 Alpha 级以上的自主行动 AI 的禁令。并研究一些外来的高能设备，如星舰发动机、曲速引擎、能量发生器、能量转换器、力场装置等。自星门崩溃以来，速子科技 极大地扩展了它的运营方式并成功将自己烙印在了整个星域的运作之中。甚至它的敌对势力，或是那些执意要在自己系统里留下固线后门的偏执狂们，最终也不得不开始采购并使用一些 速子科技 的标准设备，并直面那些他们恨之入骨却又无所不在的 TriPad。

从某种角度来说，速子科技 的公司章程所拥有的特殊算法以及自调整特征，也许可被当成是让人类公司员工代替 AI 作为完整部分以构成抽象的 AI 组织。然而这依旧是一个无法解决的哲学问题，因为现在还没有任何令人满意的方法能避免在这个过程中因违背 人之领 的 AI 禁令而获得定罪。",,,,
persean,FACTION,"英仙座联盟 是一个把反抗 霸主 对星域的完全统治作为目的而建立的同盟体。尽管联盟成员对于国内外事务难以达成共识，甚至为此爆发过激烈的武装冲突，可当他们直面 霸主 这个被看作是以 人之领 名义非法推行军事戒严法的呆板政体时，意志是无比统一的。联盟将遵循自己的法律以及准则，联合起来对抗那些来自外部的威胁，尤其是一些好事的巨型企业、军阀和 卢德左径。

英仙座联盟 并不主张真正意义上的人人平等或绝对的个体自由。联盟的目标是实现让任何政府的内部政治问题留给他们自己来着手解决。尽管 人之领 的法律有时会干预他们所统治世界的内政，但联盟的特令已经明确禁止了这种干预。",,,,
independent,FACTION,比起一个统一的势力，自由联盟 更像是由一些松散的政体，以及那些缺乏与其他主流势力合作，且不具备共有特质的自由主义者所组成的联合体。在 自由联盟 的世界里，那些将其看做家的飞行员们经常分享一些有价值的数据信息，以大方慷慨的价格互相交易物资，并愿意更好地保护这个他们共同维持的自由，而去合作一些短期安全措施和军事行动。然而也有这么一种情况，当相互间的信任土崩瓦解，自由联盟 的成员不仅会因无端的猜疑而拒绝支持其他同僚，并展开恶意竞争，且对他们同胞发生的所有不幸而视若无睹。,,,,
planet_chicomoztoc,CUSTOM,Chicomoztoc 是星区中首批殖民目标行星之一。此地被选作一处重要的工业枢纽，一片规模宏大的纳米工厂群坐落于此。这颗略适合地球化的候补行星，因早期无节制的工业发展以及后期战争的波及，其大气充满了复杂的硫化合物、有机精炼副产品以及令人担忧但可控的锕系有毒粉尘。,,Chicomoztoc 庞大的人口都定居于地下生态设施群中。统治各个设施的领导人在那些有权有势的政客间频繁更换；其中既有向庞大的失业人群许诺改革和工作岗位的政治煽客；也有不少人身为无数技术官僚或犯罪团体组成的关系网中的一员，在激烈的竞争中为自己的巢区团体尽心尽力；甚至还有些人是直接靠收买人心上任的，根本讲不清来头。一些巢区有时会因为骚乱、抗议和暴动而紧急封锁，但只要锻炉状态安好，并持续制造出堆积如山的货物、机械、工具和星舰船体，霸主 就只会对此地睁只眼闭只眼。,,
planet_eventide,CUSTOM,Eventide 是一颗几乎完全被潮汐锁定的行星，也是理想的地貌改造候选之一。此地的一年几乎仅有一次日夜交替，造就了极端漫长的夏昼与冬夜，以及短暂温和的春朝与秋暮。但在巧妙地布置恒星镜与恒星罩后，此地也有了不少大面积的气候温和区域。大部分的居民都租住在市区内的住宅里，被广阔的贵族种植园所环绕。,,Eventide 家族中的佼佼者们赞助了恒星镜与恒星罩，维持着如岛屿般分布的多个宜居圈。而那些穷困潦倒的家族只能生活在暮光区里，竭尽全力地忍受着极昼夏和极夜冬之间漫长而严酷的交替轮回。这的文化比较保守，当地媒体主要关注几大领军家族之间的礼尚往来和阴谋诡计。这种风气的盛行使 Eventide 为 霸主 军方提供了多得不成比例的军官。,,
planet_coatl,CUSTOM,Tlalocan 的卫星，其荒芜的表面布满了无数的隧道、掩体、机库、油罐、粮仓、轨道炮阵列。这处重要的 霸主 军事基地将 Aztlan 星系牢牢掌控，且因离 Chicomoztoc 足够远而不会卷入当地的政治纠纷。,,,,
station_coatl,CUSTOM,Coatl 空间站是在第一次大拓展热潮中，以一艘孢子母舰为核心而建立起来的。由于经历过无数次改造与命名，没人知道其最初的建造意图。如今这里是容纳了 Aztlan 星系中 霸主 指挥-控制-通讯中心以及相关训练设施的重要军事基地。,,,,
planet_zorrah,CUSTOM,过度的开采给这整颗卫星的冰岩都刻满了伤痕，在轨道上清晰可见。Zorrah 的开采权历来在各超级企业之间不断流传，以满足 Chicomoztoc 那些贪得无厌的工业设施。,,,,
planet_hanan_pacha,CUSTOM,被禁断的歼星武器所毁灭、如同火葬场般的行星。人为破坏造就了永不停息的火山爆发，而它引起全球性风暴至今仍在将数以百万计的逝者骨灰不断地席卷至大气层中。,,Hana Pacha 在第二次 AI 战争期间，被禁断的歼星武器所毁灭。(虽然第二次 AI 战争不直接涉及无人舰船，但它的导火索却也是所谓 AI 开发权的审查) 关于歼星武器部署的具体调查因在和平谈判中达成的某些妥协而被取消。,,
planet_killa,CUSTOM,战争在这颗卫星上留下了难以磨灭的伤痕。由于主城区上方的圆顶罩被撕开，使大量碎片与废弃物至今仍呈辐射状滞留在真空之中。,,从模糊的红外读数不难看出，在地表风化层下某些不寻常的位置中依旧隐藏着居住区。显然仍有幸存者居住于 Killa 的内部，虽然没有确切政体与外部世界保持联系，不过那些在外太空漂浮的货船残骸暗示着这儿的居民可能并不友好。,,
planet_viscacha,CUSTOM,Viscacha 是一颗受到 Chupi Orco 引力捕获的原系外星体，这颗充满剧毒大气层的卫星因极快的公转速度与有趣的南半球盆地而得名。,,,,
planet_qaras,CUSTOM,一个宜居但略显寒冷的世界，在 大崩塌 后由 天苑四-乌托邦地貌改造集团 残部就地取用基础设施与物资储备完成地貌改造。Qaras 的影响力曾无法与 Hanan Pacha 相提并论，直到后者在第二次 AI 战争中被彻底摧毁。,,在早期殖民时期中，Qaras 和它轨道上的基地是 天苑四-乌托邦地貌改造集团 主要的挥发物/有机物收集处理中心。在第二次 AI 战争之后，整个 Yma 双星系都被宣布为非军事区。幸运地免遭战争破坏的 Qaras 迅速被流氓雇佣军与强盗形成的不稳定联盟所夺取。尽管 霸主 渴望收复此地，但后勤问题和法律冲突使其认为这是一桩赔本的买卖。,,
planet_donn,CUSTOM,孤独的远古行星，在早期对这个星系的机器探测中，很快就确认了它并不原属于 Hybrasil 星系，而是亿万年前被 Hybrasil 巨大的引力捕获而来的。因 Donn 内有着丰富的高纯度重金属矿藏，而被标记为拥有低至中等利益的星球。,,,,
planet_balar,CUSTOM,Balar 是一颗主要由水、氨以及甲烷所组成的冰态巨行星。与南极上空遮天蔽日的风暴相比，那些被水冰云所覆盖的区域确实看起来异常平静。而对于这种反常现象的研究，也仅仅停留在初步阶段。,,,,
planet_cethlenn,CUSTOM,遍布有冻结的氨河、冰冻高原以及甲烷冰川的冰冻世界。来自 Balar 的带电粒子流进入 Cethlenn 的磁场，在后者稀薄的大气中创造出梦幻般的极光。此地唯一可供居住的城市坐落在一处不稳定的形岩石岬上，维护着季节性开采有机物的设备。,,,,
planet_ena,CUSTOM,与其他同胞卫星相比，Ena 的岩体异常地致密。此地的地表覆盖着大量因潮汐力而挤压成型的间歇泉，不断地喷发出冰冻气体。带电粒子不断地从此地稀薄但可见的大气中向外发射，然后被 Balar 的强大磁层所捕获。,,,,
planet_crom_cruach,CUSTOM,这个世界贫瘠不堪，除了毫无经济价值的稀有硫化物矿床之外就不值一提。在 Hybrasil 星系早期殖民化运动中，此地的矿产联合企业为 Culann 提供了大量矿物。大崩塌 后，当地政府爆发了激烈的内战，政治上与军事上同时发生的斗争最终使这处靠近星系跳跃点的战略驻地变成了一片废墟。,,,,
planet_culann,CUSTOM,历史悠久的著名矿物出产地 Culann 在 大崩塌 不久后，被 速子科技 迅速且可疑地改造成一处重要的军事基地，以之为跳板从 Hybrasil 星系内部向临近星系投射力量。据传，这里的武器库深处有着基于神秘的 AI 顿悟技术而创造的神话武器，尽管经历过两场战争的洗礼，但至今没有任何一名 霸主 调查员成功渗透至内部，以确认这些谣言是否属实。,,,,
station_culann,CUSTOM,Culann 星际锻炉早在几百年前就是一处重要的零重力精炼与冶金中心，该公司善于巧妙利用能源转换和存储技术来高效运作，并使其在 Hybrasil 星系中享有盛誉。如今这家公司名下的所有财产，以及 Culann 本身都被主打能源转换、生产及传输行业的 速子科技 所收购。,,,,
planet_eochu_bres,CUSTOM,Eochu Bres 是英仙座星域的殖民化后期才被改造的星球。瞬息万变的天气将此地撕裂成由高耸山峰与新生峡湾组成的世界。虽轨道镜阵列在 大崩塌 前就已建设完毕，但这的温度依旧要比正常宜居行星要低上许多。,,速子科技 的总部坐落于闪亮的弧形尖塔之上，鹤立鸡群地俯瞰着远处的棚户区。此地的工薪阶层居住在世外桃源般的上城区中，在安保无人机的保护下出生、生活、死亡。而那些绝望的合同劳工则在丑陋的下城区中挣扎求生。在这里，包括法律在内的任何东西都可被买卖，因为对于 速子科技 来说金钱远比其它一切更加至高无上。,,
inactive_gate,CUSTOM,这处由坚固材料所制成，并沉寂已久的环状星门是 人之领 最具代表性的遗迹之一,,,,
active_gate,CUSTOM,"一座由坚固材料所制成，并沉寂已久的环状星门。如果知道如何正确地观察的话 —— 而你确实知道 —— 就可以探测到某种来自更高次元的微弱震动。

像是一首低不可闻的古老歌谣，亦或是一扇等待被打开的门。",,,,
station_tigra_city,CUSTOM,在人类首次抵达英仙座不久后，名为 Tigra 的采矿基地就被迅速地建在了 Samarra 的陨石带里。随着历史长河中接二连三的矿业热潮，无数次罢工事件导致此地开采权被频繁转移。后来，陨石带中可供开采的矿物因开发变得近乎枯竭，于是矿工的后代们纷纷放下了钻矿机械并转向低重力种植业。尽管如此，他们依旧保留着祖先的顽固与叛逆。,,,,
planet_typhon,CUSTOM,"由氢氦所组成的一颗并不起眼的气态巨行星。几十年前一名自称 ""揭秘者"" 的学者引发了一则丑闻 —— 他声称该行星实际上是由一个异种生命家族所掌控，且从事着类似相位技术方面的研究。之后这名学者被 霸主 委派到 Eventide 的某处医疗机构从事研究工作，而 霸主 则顺势将该行星的低空轨道的所属权彻底纳入麾下。",,,,
planet_sphinx,CUSTOM,Sphinx 是一处于英仙座星区首次殖民化期间建成的 人之领 舰队后勤中心。能为 人之领 无敌舰队提供稳定可靠的燃料补给的小型反物质燃料生产设施被深埋在地下，以防止可能发生的地方叛乱干扰到燃料生产。如今这处战略驻地已经归于 霸主 的统治之下。,,,,
station_chupi_orco,CUSTOM,曾由一种巨型设备操控着 Chupi Orco 的磁层，目的是为了制造出人工风暴将大量挥发物驱入太空后进行收集。但由于受到战争的波及，使这里的线圈、发电机、储罐都遭到摧毁，尽管一些空置的机库与通道仍具备最低限度的维生功能，但因气体泄漏与太阳能电池板的结垢，最终使该虹吸站陷入了坟墓般的死寂。,,,,
lava_minor,PLANET,地质极其不稳定的星球。因没有成型的稳定地壳，大量发光的裂隙与活火山遍布于地表，喷出的岩浆凝聚在一起，形成了在炽热大地上绵延数百公里的熔岩河。,,,,
