id,type,text1,text2,text3,text4,notes
microburn_omega,SHIP_SYSTEM,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",Movement,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",,
fastmissileracks,SHIP_SYSTEM,Additional servos and ordnance conveyors allow the ship to quickly reload missile weapons. Activating the system generates significant flux.,Offensive,Reloads all missile weapons quickly. Generates flux when used.,,
fortressshield,SHIP_SYSTEM,"Redirects all power from the weapon systems to shields, greatly increasing the efficiency at which damage is absorbed. This process generates hard flux at a steady rate even if the shields are not taking any fire.",Defensive,"Reduces the damage taken by shields to a minimum, but generates hard flux while active.",,
highenergyfocus,SHIP_SYSTEM,"Briefly increases the damage dealt by all energy weapons. The capacitor array stores multiple charges, which are slowly regenerated.",Offensive,Briefly increases the damage dealt by all energy weapons.,,
drone_strike,SHIP_SYSTEM,"Supercharges one of the Terminator drones with a brief energy transfer. The drone tracks a nearby target like a missile, dealing massive area damage on impact.",Offensive,"Supercharges one of the Terminator drones and sends it after a target. The drone deals 1200 Energy damage and 600 EMP damage on impact, and charging it generates 600 flux.",1200 Energy | 600 EMP | 600,
canister_flak,SHIP_SYSTEM,Fires a large number of flak canisters with variable-timed proximity fuses all around the ship.,Defensive,Fires a large number of flak canisters with variable-timed proximity fuses all around the ship. Each canister deals 200 High Explosive damage in an area and is targeted to avoid friendly fire.,200 High Explosive,
phaseteleporter,SHIP_SYSTEM,The ship instantly teleports to any desired nearby location. Requires zero-flux boost to use.,Movement,The ship instantly teleports to any desired nearby location. Requires zero-flux boost to use.,,
displacer,SHIP_SYSTEM,Teleports the ship forward in the direction it's traveling. The system slowly builds up to three charges which can then be expended in short order.,Movement,Teleports the ship forward in the direction it's traveling. The system can store up to three charges at once.,,
displacer_degraded,SHIP_SYSTEM,Teleports the ship forward in the direction it's traveling. The system slowly builds up to two charges which can then be expended in short order.,Movement,Teleports the ship forward in the direction it's traveling. The system can store up to two charges at once.,,
drone_pd,SHIP_SYSTEM,Deploys a large number of laser-armed defensive drones. The drones can be ordered to closely guard the ship or roam freely around it.,Drones (high tech),Deploys a large number of laser-armed defensive drones.,,
drone_pd_x2,SHIP_SYSTEM,Deploys several defensive drones armed with light machine guns. The drones can be ordered to closely guard the ship or roam freely around it.,Drones (midline),Deploys several defensive drones armed with light machine guns.,,
drone_borer,SHIP_SYSTEM,Deploys several combat-modified mining drones. The drones are highly autonomous and capable of operating far from the mothership.,Drones (low tech),Deploys several combat-modified drones armed with mining lasers. Drones have long operating range.,,
drone_sensor,SHIP_SYSTEM,Deploys a pair of drones whose on-board sensors improve the ship's weapon and sensor range. Each drone is also armed with an ion cannon.,Drones (high tech),Deploys a pair of drones that improve the ship's weapon and sensor range. Each drone is also armed with an ion cannon.,,
ammofeed,SHIP_SYSTEM,Activates an advanced - but jamming-prone - mechanism for quickly delivering ammo to the ship's ballistic weapon emplacements. The mechanism must be re-calibrated and cooled before it can be used again.,Offensive,Provides a flux cost reduction and a brief boost to the rate of fire of all ballistic weapons.,,
emp,SHIP_SYSTEM,"Activates an EMP generator. Nearby missiles, fighters, weapon emplacements and engines of enemy ships are all targeted and can be disabled in short order.

Unfortunately, on-board weapon systems must be shut down to provide power for this device. The EMP pulses are also not very effective against enemy shields.",Special,"Generates lightning arcs that quickly knock out enemy missiles, weapons, and engines within range. Mostly negated by shields.",,
phasecloak,SHIP_SYSTEM,"Temporarily moves the ship into an alternate dimension known as p-space. The ship can still be detected by its phase coil emissions, but can not be hit by any weapons. Flux can not be dissipated in p-space, resulting in a constant buildup that forces the ship to come back to normal space eventually. Subjective time passes more quickly for the ship and its crew while in p-space.

The phase cloak generator is large and has significant power requirements, and so generally replaces shields as a ship's primary means of defense.",Special,Moves the ship into an alternate dimension where time passes more quickly. Ship can not be hit by any weapons; builds up hard flux while active.,,
drone_terminator,SHIP_SYSTEM,"Deploys a single advanced drone that features a phase cloak, a modified phase skimmer, and an arsenal of weapons that would be impressive even on a heavy fighter.

Even more impressive is the mini-fac that's capable of producing replacement drones in combat, ensuring that the host ship is not without escort for long.

The drone also possesses an aggressive delta-level AI personality that allows it to roam much farther from the mothership than most other drone systems - that are either entirely on remote-control, or feature a sub-gamma personality at best.

This design is also unique in that it was created through the cooperation of two rival corporations. Fabrique Orbitale provided the chassis and system designs, while Tri-Tachyon experts were responsible for the controlling AI.",Drone (attack),Deploys a single highly advanced drone. The drone will be slowly rebuilt if it's destroyed.,,
reservewing,SHIP_SYSTEM,Deploys replacement fighters that can fight for a short time before returning to the carrier. Can temporarily raise the number of deployed fighters above the maximum wing size.,Fighter,Deploys replacement fighters that can fight for a short time before returning to the carrier. Can temporarily raise the number of deployed fighters above the maximum wing size.,,
targetingfeed,SHIP_SYSTEM,"Sends real-time targeting data to fighter wings from this carrier, temporarily increasing their damage.",Fighter,"Sends real-time targeting data to fighter wings from this carrier, temporarily increasing their damage.",,
recalldevice,SHIP_SYSTEM,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched.",Fighter,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched.",,
stable_location,CUSTOM,This otherwise unremarkable point in the surrounding vast emptiness is a local minimum in the star system's hyperwave field. The relative lack of interference makes it uniquely suited for the placement of hyperwave-tech-using structures.,,,,
comm_relay,CUSTOM,"A Domain-era technology used primarily on the frontier, this is a hyperwave communications array which transmits and receives data between star systems at faster-than-light speeds. The rapidly pulsing hyperwaves suitable for FTL data transmission have been shown to damage DNA so these relays are always stationed away from habitats.",,,,
comm_relay_makeshift,CUSTOM,"An imitation of the Domain-era counterpart, constructed using what passes for the state of the art in the Sector. Nonetheless, a makeshift comm relay is capable of facilitating faster-than-light comms between star systems, even if the transmission speeds are less than ideal and the occasional phantom comm streams picked up give nightmares to even the most seasoned operators.",,,,
sensor_array,CUSTOM,"A Domain-era technology, this is a super-high-resolution passive monitoring array with a transmitter capable of real-time, faster-than-light data transmission within the star system. The data is useful to supplement the regular sensor readings made by fleets.",,,,
sensor_array_makeshift,CUSTOM,"Built using the best technology available in the Sector, a makeshft sensor array is nonetheless capable of passively monitoring the entire star system and has a transmitter capable of real-time, faster-than-light data transmission to friendly fleets within. The data is useful to supplement the regular sensor readings made by fleets.",,,,
nav_buoy,CUSTOM,"A Domain-era technology, a nav buoy monitors the in-system hyperfield and is capable of transmitting its findings to friendly fleets in-system. The data readings are pristine and of great use in configuring drive fields.",,,,
nav_buoy_makeshift,CUSTOM,"Built using the best technology available in the Sector, a nav buoy monitors the in-system hyperfield and is capable of transmitting its findings to friendly fleets in-system. The data is often somewhat unreliable but still useful in making on-the-fly drive field adjustments.",,,,
test_station,CUSTOM,"An orbital station constructed as a custom campaign entity with a ""station"" tag.",,,,
barren-bombarded,PLANET,"A lifeless rocky world, the battered surface tells an aeons-long story of intermittent meteor bombardment. What atmosphere there is clings to the scarred crust in near-vacuum. There is no significant magnetic field or tectonic activity. Deep regolith prevails, crossed by lava channels and spotted by ancient lava seas formed by especially large impacts.",,,,
irradiated,PLANET,"Barren and highly irradiated, this planet is not only devoid of life but is a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Any habitat would have to be constructed deeply indeed for anyone mad enough to live here.",,,,
planet_jangala,CUSTOM,"Jewel of the Corvus system, Jangala possesses a lush native biosphere. The world's farms and seas, often hidden by the churning cyclones of megastorms, are a major source of organic feedstock, food products, and exotic xenobiological materials. Considered holy by most Luddic sects.",,"Initially a center of xenobiological study and tourism, exploitation followed discovery and millions of square kilometres were razed then covered by plantations tended by massive robotic harvesters.  But it is no paradise for humans, requiring biofilter masks and a decontamination process for surface visits. The riotous native jungle must be held back to this day by periodic orbital burns from Jangala Station.",,
station_jangala,CUSTOM,"Orbiting megacity, naval yard, and port; the unquestioned cosmopolitan center of civilization and culture in the Corvus system as well as the seat of the Hegemony military district encompassing the local systems. Heavy commercial and naval traffic swarm the station at all times.",,"Formed of a vast tiered structure, the first ancient fueling and repair gantries are hidden among corroded industrial hangars that lie in the shadow of a huge ring of laboratories and associated support systems. Higher still, commercial concourses, metroplex districts, and many-winged shipyards are all watched over by a command & control spire bristling with communications arrays and weapon pods.",,
planet_asharu,CUSTOM,"A desert planet, product of an abortive terraforming project from before the Collapse. Populated by a few fiercely independent settlers, criminals, and oddballs. The Hegemony technically claims dominion over Asharu but maintains no permanent administration, sending patrols only to chase down pirates or impose heavy but infrequent tariffs on what little commercial activities remain.",,In better times Asharu was a model terraforming prospect: A solar shade lowered the surface temperature while ice launched from the moons of Barad left shining vapour trails to fall as rain from the skies. Alas the chaos of the Collapse halted the ice and suspected Luddic sabotage destroyed the shade. Investment dried up and now only few hardy lifeforms (including a handful of human settlers) cling to existence in the sheltering mountains between the vast dunes that are slowly retaking the foundations of cities never built.,,
planet_agreus,CUSTOM,"A major center of shipbreaking in this region of the Sector, hulks are consigned to scrapping here by the Hegemony Navy and many other clients from among the Sector core worlds. The Ko Combine has purchased the rights to planetary administration under their corporate charter and has rebuilt their fortune on employing novel recycling techniques, ship-reconstruction, and (some say) scraping intelligence from dead pseudo-AI cores.",,"Centuries of stripped starship hulls rest on the long-cold lava seas and regolith plains of this barren world. Some especially radioactive reactor cores are left in quarantined pits that glow with detectable radiation ticking on long-range scans. Workers employed by the industrial operations live in vast crater-arcologies, underground cities ringed by glittering solar arrays and spurs of transport tubes leading to outlying processing facilities and material yards.",,
planet_nomios,CUSTOM,"Dirty ammonia snow falls in fits and flurries from the thin atmosphere of Nomios. The drifts are small and mostly cleared from the habitats' armored landing-bay doors by battered crawler drones. This planet's facilities are operated by the ruling bureaucracy, a secretive fragment of the Mbaye-Gogol directorate which claims to have survived since the Collapse - in mind if not body, if the rumors are true.",,,,
planet_syrinx,CUSTOM,A giant planet composed of a large proportion of heavier volatiles than the more massive classical hydrogen-dominated gas giants. High winds sweep ammonia clouds over great storms and upwellings of hydrocarbons from the gradual transition to water-ammonia seas that lay atop exotic ices formed by the extreme pressure and high gravity.,,,,
station_arcadia,CUSTOM,"This is a Hegemony logistics center built to supply fleets capable of projecting power throughout the strategically vital Arcadia system. The utilitarian grace and sweeping rings of its core construction date the original station's volatiles siphoning facilities to before the Collapse. Later, crude weapons pods and armoured nodules assembled from hulks destined for Agreus were been added in response to the risk of surprise raids against this vital concentration of materiel.",,,,
fusion_lamp,CUSTOM,"A Domain-era orbital fusion lamp, capable of providing ample light and heat to a planet.",,,,
food,RESOURCE,"Various food products, preserved and packaged for export. Guaranteed shelf-life of no less than five Domain-standard years.",,,,
organics,RESOURCE,"Bulk complex carbon-based molecules and derivatives thereof with applications in plastics, fuels, solvents, polymers, food products, biotech, life support, and a vast array of other necessities.",,,,
volatiles,RESOURCE,Rare isotopes of lighter elements - such as deuterium - with critical applications in fuel production and other advanced industrial processes.,,,,
ore,RESOURCE,Includes ores of both ferrous and common non-ferrous metals. Must be refined to be of use to industry.   ,,,,
rare_ore,RESOURCE,"Unprocessed heavy elements that may include rare earths, actinides, and more exotic minerals essential to advanced industrial and research applications.",,,,
metals,RESOURCE,Refined forms of both ferrous and common non-ferrous metals used in most construction and goods production. Ingots follow traditional Domain standards.,,,,
rare_metals,RESOURCE,"Refined heavy elements, including common actinides and other, heavier, exotics essential to high-energy systems and advanced research applications.",,,,
heavy_machinery,RESOURCE,"Various standardized modules for manipulating matter on an industrial scale. They accept manual input, most common design template formats, or can be slaved to network control.",,,,
domestic_goods,RESOURCE,"These are the mass-produced clothing, gadgets, wares, and goods that have enabled people to live a comfortable life since the establishment of industrialized spacefaring civilization.",,,,
organs,RESOURCE,Organ replacement is a well-established practice but the materials are delicate and growing them a fickle process. There’s always a market in healthy organs and always a source if one doesn’t ask too many questions.,,,,
drugs,RESOURCE,"Banned on some worlds, the ""chemical arts"" include a dizzying array of products sought by those seeking a bit of fun, expanded consciousness, or simply an escape from their miserable lives.",,,,
hand_weapons,RESOURCE,"Armaments ranging from heavy squad-level weapons to mechs, tanks, and hovercraft. Private use is banned on most worlds. Largely disassembled and not suitable for use in quick raids.",,,,
luxury_goods,RESOURCE,"The elite of any world of the Sector desire precious things, rare and well-made by actual human artisans.",,,,
lobster,RESOURCE,A mix of several Old Earth species and a little imagination produced this creature which grows wild in the crushing depths of Volturn's sea-floor. The flavor is said to be exceptional.,,,,
luddic_furniture,RESOURCE,"Constructed from wood grown naturally on planets and made by hand-tools according to methods passed from master to apprentice, Luddic furniture is a rare and highly prestigious possession in the Sector.",,,,
ships,RESOURCE,"Low-tier and often technically defective - ""export grade"" - ship hulls and armaments which are sufficient to equip mercantile convoys and form basic system defense patrols. High-volume trade in top tier starship materiel is virtually non-existent across faction lines.",,,,
planet_nidhogg,CUSTOM,"A geologically unstable moon due to proximity to the gas giant Yggdrasil, tidal forces endlessly heat and churn the innards of Nidhogg. Fissures and volcanoes dot the surface and the lava they spew flows for many kilometers across the charred crust.",,,,
planet_ratatosk,CUSTOM,A lifeless and barren rocky-silicate moon with a wisp of atmosphere that incandesces faintly when struck by Yggdrasil’s radiation belts.,,,,
planet_raesvelg,CUSTOM,"Water and ammonia ice form the immense rifts and chaotically furrowed plains of this world. Below the surface, small pockets of lifeless liquid ocean are trapped between the ice and a crust made of rocky silicates. Most of the sprinkling of domed cities remain abandoned since the Collapse, though recent Hegemony strategic policy has encouraged re-industrialization and settlement, especially by the numerous Hegemony military veterans. Crew and workers on leave from the nearby Ragnarok Complex and Tri-Tach projects supports a rowdy nightlife and black market. Volatiles mining is encouraged by Hegemony development grants.",,,,
planet_skathi,CUSTOM,"Drifts of nitrogen and methane ice form most of the crust over a rocky silicate/ice mantle which pierces the cowl of this frozen moon here and there. The Hegemony has granted Tri-Tachyon a license for exclusive development, consisting primarily of a sprawling processing plant for volatiles siphoned from Niflheim and the requisite support infrastructure. Rumours abound that it's all the cover story for a secret research facility performing science deemed illegal under Domain law precedence, but inspectors have never reported anything untoward.",,,,
station_ragnar,CUSTOM,"The boneyard of the Hegemony; in addition to the garrison stationed here to support system patrols and a fleet-in-being to discourage League incursions, the Ragnar complex stores ship hulks awaiting refurbishing or the haul to Arcadia for ship-breaking, a task generally contracted to friendly megacorps. The station is traditionally commanded by an aging senior officer sent to quietly live out their mediocrity.",,"Nicknamed ""The Tomb"", broken arcs of hangars and gantries clutch row upon row of mothballed hulks awaiting inspection. Most are dark, lit only by inspection crews and the welding torches of armourers removing materiel. Hidden near the centre of the shadow armada lies a stack of hab-rings populated by civilian contractors, navy crew, marines, and Hegemony administration.",,
station_mimir,CUSTOM,"The product of a Tri-Tachyon initiative to modify the common gas-giant ""mine"" which siphons gases using the Ouyang Process which, although energy-hungry, becomes self-sustaining once a steady pull of heavy isotopes is attained. From Niflheim a particularly heavy mix of volatiles can be drawn, and these are processed on the moon of Skathi into countless useful forms.",,,,
,,,,,,
,,,,,,
,,,,,,
planet_maxios,CUSTOM,"A small terrestrial planet, Maxios was once the cosmopolitan hub of the system. Now spotted with ruins and impacts both ancient and fresh, the crumbling orbital defense system provides only intermittent coverage. The polity has effectively collapsed and the current population is unknown. Looters and survivors clash occasionally, the weapons-blink and electromagnetic noise of low-level combat sputtering like a gas giant’s electrical storms.",,,,
hot_gas_giant,CUSTOM,"Anomalously close to its parent star, this gas giant probably formed in the outer system and later migrated inward due to a chance encounter with some rogue cosmic mass. Primarily composed of hydrogen and helium gasses, the temperature and pressure at the core are extreme. ",,,,
planet_tartessus,CUSTOM,"Seat of the local branch of the Luddic Church and economic center of the system. The quiet cosmopolitan centers of Tartessus housing the Eos Exodus Curia are clustered around calm, warm seas. The world's population is dominated by Luddic practitioners of various sects and, while large, is mostly rural and agrarian, eking out a generally devout existence through subsistence farming and export of handcrafts.",,"An old, dry world that has a much smaller percentage of water in its atmosphere than terran standard. No active plate tectonics; highly eroded mountains and silted shallow seas. The atmosphere and magnetic field protect the surface from stellar radiation. The most accessible mineral resources were mined in a flurry of rapacious industrialism shortly after discovery.",,
planet_baetis,CUSTOM,"A dwarf-planet from the outer system captured in the L4 of Tartessus, clouds of volatiles evaporate from the battered surface of this world. The stellar wind weathered infrastructure left from the initial colonization of the system has been re-settled by a lively population of out-of-system nonbelievers and dissidents exiled from Tartessus. The spaceport itself operates under a military administration sponsored by the Knights of Ludd, who collect tithes from commercial activity.",,,,
planet_daedaleon,CUSTOM,"Site of a former research base operated by the Tri-Tachyon Corporation, a massive containment failure released a highly energetic and seemingly self-sustaining process or object which melted into the crust leaving a plume of strange radiation which spews exotic particles to this day. The moon is abandoned of all human activity but for a network of orbiting hazard beacons maintained by the Knights of Ludd.",,,,
planet_hesperus,CUSTOM,"An ice-world with a thin, cold atmosphere, industrial terraforming of the planet was halted around the time of the Luddic takeover of the Eos Exodus system. Virtue may be found in hardship and the Knights embrace this hardship in the martial monastic communities scattered on the surface of Hesperus. Limited organics mining is permitted with contracts awarded exclusively to the Faithful. The administration of Ceyx and Hesperus is shared in the office of a single Presbyter Orbis.",,"Monasteries cling to particularly sublime rifts and promontories of volcanic shields and the occasional pluton that's forced its way through the world-wrapping crust of ice. These forbid outside visitors - particularly the unfaithful - without dispensation from the Knights. However, by authority of the reigning Presbyter Orbis, a number of special economic zones built on the shifting ice floes transmit civilian landing beacons to call outside traders to port.",,
planet_ceyx,CUSTOM,"A captured dwarf planet which holds the largest concentration of military facilities in the Eos Exodus system. The Knights have appropriated and extended vast subsurface ship facilities, armories, barracks, and all the training, administration, and housing facilities one would expect of the home of the Luddic Armada. The administration of Ceyx and Hesperus is shared in the office of a single Presbyter Orbis.",,,,
planet_chaxiraxi,CUSTOM,"A hot gas giant world in close orbit of Magec; composed mostly of hydrogen and helium gases, the temperature and pressure at the core are extreme. Due to proximity to its primary, the outer layers of Chaxiraxi are continually heated and stripped away in long plumes of shimmering ionized particles. Gas-skimmers occasionally deploy the airy wings of magfield collectors to harvest these light volatiles.",,,,
station_new_maxios,CUSTOM,"Once a major hub of harvesting operations in the Disk, the station was swarmed by refugees from the Maxios collapse and this hub of processing facilities was turned into a civilian habitat. Through desperate tenacity and hard-earned know-how, the refugees built not only a new civil society but an orbital works supporting scattered asteroid mines and independent surveyors. Nova Maxios is protected by a militia-navy and considers itself the successor polity of the Maxios Charter, but is too small to force major factions to recognize its claim.",,,,
station_tse_enterprise,CUSTOM,"A center of mercenary recruitment and a commercial interface with unsavory elements. A Tri-Tachyon task force took over the station some decades ago with a (possibly) valid deed and mercenary fleet. A trading post and port were established and those who refused to pay the new rents evicted. Populated mostly by retired pirates, radicals, and refugees, it is rumored that cargo containers have their IDs wiped and re-tagged here. The cocktail bar ""Level 25"" enjoys a reputation for having the best drinks in the local volume.",,,,
station_kantas_den,CUSTOM,"This asteroid habitat was taken by a wildly ambitious Domain logistics officer, Colonel Kanta, during the collapse of the Maxios Charter polity not long after the fall of the Gates. She subsequently joined with the Domain successor-state Hegemony only to betray them to cut a deal with the Warlord Onesimos Loke during his invasion of the Persean Sector. After Loke was defeated, Kanta took the title of warlord for herself.

The station is protected by a cloud of stealth-mines and crude firebases. Kanta herself, now rumored to be nearly two hundred years old in waking time, heads a minor pirate dynasty and still holds tight personal control over 'the family business'.",,,,
orbital_station_default,CUSTOM,"An enormous spacestation which can host shipyards, habitats, factories, or large stockpiles of weapons and supplies. These platforms allow humanity to project military and industrial power throughout known space.",,,,
shepherd,SHIP,"The Ko Combine r450 ""Shepherd"" sets the standard for civilian drone tenders with unmatched reliability, low cost, and internal volume given to crew comfort. A wildly popular combat modification package has been assembled by various survivalist and pirate groups, the ""HK"" mod, which consists of specifications to up-armour the hull for combat and supercharge factory-spec systems for greater burst speed and weapon function. Even modified, the Shepherd is fragile, so as in civilian life it relies on a swarm of “Borer” utility drones to do its work.

The ""Borer"" is built on a hardy, maneuverable semi-autonomous drone chassis with shielding suitable for hazardous operations in which high radiation or physical impacts may be expected. Commonly used in mining applications, they have also found use in salvage, ordnance disposal, and even fission meltdown clean-up. The HK mod package gives specifications for altering the primary cutting beam's focus and patches the rudimentary AI with crude tactical algorithms pirated from obsolete Domain Colonial Garrison drone software. Appendices of the mod package recommend caution when employing HK-modified drones in non-combat situations.",,,,
luddic_church,FACTION,"Inspired by the martyrdom of a figure known as 'Ludd' during the fall of the Domain, the Church of Galactic Redemption is a hierarchical church with highly syncretic dogma formed from a core of Abrahamic texts and apocrypha along with Domain-era reaction against perceived corruption, depravity, hedonism, and transhuman abomination. The Church offers a vision of life lived more simply, of agrarian virtue and humanistic values and prayer against the violence and technological alienation that's torn the Sector apart in the years since the Fall.",,,,
knights_of_ludd,FACTION,"The military branch of Luddic Church of Galactic Redemption, modeled on monastic warrior societies from previous millennia. In areas of Church domination they are authorized to enforce Technological Correctness as well as ensuring, through force, that virtue is promoted and vice chastised. In areas outside Church domination, when able, they covertly impose the same.",,,,
luddic_path,FACTION,"The Luddic Path is a loosely associated category of radical, decentralized, apocalyptic sects of Luddism that claim a truer interpretation of Ludd's Message. They view the Church as compromised and corrupt, putting worldly ego and comforts before the True Luddic Path in these, the end-times. The war of Armageddon is NOW and the lines are drawn! Only through forceful righteous action shall Good destroy Evil, and only through violence will the abomination of humanity's hubris and rebellion against God be swept aside in a final act of redemption. Or so they claim. The Luddic Path necessarily finds itself at odds with nearly all other factions in the Sector.",,,,
pirates,FACTION,"Not technically a unified faction but more a loose category of bandits, brigands, deserters, looters, soldiers of fortune, mercenaries, and free captains that share a common belligerence with the established powers of the Sector. Many pirates are runaways from the mainstream Sector society - usually oppressed by the status quo, stowaways from core worlds. Most pirate captains would hardly call themselves such, rather seeing themselves as challengers to the inept rule of the Hegemony or the League, seeking vengeance for the wrongs caused by such a misled society and taking what they can take through their cleverness and audacity. These captains can be characterized by their insatiable thirst for freedom and glory. Naturally, they give little thought to those that carry an official identification beacon, reserving their magnanimity for their fellow-travelers - other pirates.",,,,
sindrian_diktat,FACTION,"The Sindrian Diktat is a polity founded in a relatively recent Hegemony military intervention in the Askonia system led by Admiral Philip Andrada, formerly of the Hegemony Navy. Andrada's Hegemony psych profile describes him as ""intelligent, charismatic, yet prone to narcissistic excess"". In his words, the Diktat was ""formed in the crucible of the Askonia Crisis and with it a new people: a race of humans with emboldened spirit and clarity of purpose; stronger, possessing the will and determination to overcome the divisions and petty parliamentary politics that bred only chaos when tested by the collapse of the Gate System."" Considered by the Sector at large to be a military dictatorship.",,,,
asharu_platform,CUSTOM,"An abandoned orbital staging area for the Asharu terraforming project. Castoff bulk-carrier segments welded between a honeycomb of emptied fuel tanks once formed concourses teeming with engineers and colonists. The hangars stand empty but for a few slumped, stripped hulks. Passive energy collectors and tertiary life-support modules keep the station functioning and in orbit, barely. No one would expect to find anything of value here.",,,,
pirate_base_generic,CUSTOM,"A pirate base where ""adventurers"", freebooters, mercenaries and other such scum and villainy gather. Usually a small outpost hiding in the dark places between the spheres of major factions' interest. Here there are no laws, but an unwritten code of bravado and posturing maintains a tense peace so deals can be made, information traded, and spoils sold to unscrupulous traders.",,,,
planet_barad_a,CUSTOM,"The thick, icy crust of this world is fed by cryovolcanoes that dot the surface. These frozen wastes are scored by mass-driver gantries from a time when the volatile elements of this world were extracted on a massive scale to feed terraforming efforts elsewhere in-system. Some of the old equipment has been appropriated by scattered bands of independent miners who scratch out a meagre living between the glaciers of ammonia-ice.",,,,
pirate_base_barad,CUSTOM,"Originally built by Eridani-Utopia to coordinate volatiles extraction for massive terraforming projects, the station has been taken over by ‘adventurers’, freebooters, mercenaries seeking to avoid the watchful eye and heavy hand of the Hegemony. Here there are no laws, but an unwritten code of bravado and posturing maintains a tense peace so deals can be made, information traded, and spoils sold. Independent miners who work the moons of Barad gather here to sell their hauls, trade tall tales, and otherwise unwind.",,,,
station_achaman_enterprise,CUSTOM,"The value of Achaman Station is as a relatively safe port of call for the various inhabitants of Guayota's Disk to interact with traders from the Sector at-large, who otherwise rarely risk the pirates and difficult navigation of the Disk. The Tri-Tachyon Corporation, as 'caretaker' of the station, is well-situated to exploit its value handily - and do. It is often said that everything is for sale at Achaman Station.",,,,
,,,,,,
hegemony,FACTION,"The Hegemony is a martial successor state to the Domain formed by a ‘lost legion’ trapped in a backwater system by the collapse of the Domain gate network. Built upon a creative interpretation of protocols which indefinitely extends Domain-style martial law, the founders of the Hegemony believed that the overriding cause of restoring the Domain and therefore stability, peace, and prosperity to the Sector and indeed the entire galaxy must come before certain niceties of human rights. The survival of humanity is at stake and it is only the discipline of the Hegemony military that protects worlds where some semblance of the normalcy of human civilization can be nurtured. Anything that threatens the Great Cause must be neutralized; if a few activists must be discouraged for the greater good, so be it.

Civilian hierarchies exist to govern the planets and stations under Hegemony rule but are entirely subordinate to the military. The specifics of civilian organization varies between worlds, as was Domain policy. When in doubt, the Hegemony applies a modified Domain-era colonial charter to dictate political organization. This standard-charter civilian hierarchy is generally elected, however as per martial law valid candidates must be approved by the local military authority. Exceptional times require exceptional measures, yet still the Hegemony fosters the flickering flame of galactic democracy under the same principles that founded the Domain.
 ",,,,
tritachyon,FACTION,"The most powerful megacorporation in the Sector after the fall of the Domain gate system, Tri-Tachyon specialized in cutting-edge AI development (including several notable cases of violating the Domain ban on autonomous alpha+ level AI) and exotic high-power devices (starship engines and warp drives, power generators, energy converters, forcefields). Since the Collapse, Tri-Tachyon has vastly diversified its operations and insinuated itself throughout the Sector. Even hostile factions, paranoid of hardwired backdoors, find themselves forced to employ standard Tri-Tachyon devices, beginning with the ubiquitous Tri-Tachyon PDA.

From a certain perspective, the Tri-Tachyon corporate charter’s peculiar algorithmic self-modifying features might be considered to be an abstract form of AI which makes use of human corporate officers as integral components, though this is a philosophical argument which was never satisfactorily resolved in a way that led to any additional convictions of violating the Domain’s AI ban.",,,,
persean,FACTION,"An alliance formed to counter Hegemony domination of the Sector. Members of the League don’t necessarily agree on all issues, domestic or otherwise, and may even come into armed conflict with one another. But the League is united when it comes to the Hegemony who they consider to be illegitimately enforcing martial law in the name of the Domain, a dead political entity. The League, by its laws, unites against other external threats such as particularly meddlesome megacorporations, warlords, and the Luddic Path. 

The Persean League is not intrinsically egalitarian or for individual freedom as-such – the purpose of the League is freedom of the constituent polities with any matters of internal politics of those polities to be left to their own devices. While the Domain might have intervened against the domestic policies of the worlds it ruled, the League specifically forbids such intervention.",,,,
independent,FACTION,"Not a unified faction as such, the Independents are a loose category of polities and free agents unified more by a lack of association with a major faction than any shared qualities. Independent worlds and the spacers who call them home often share reputation data, trade generously among themselves, and will readily cooperate to perform short-term security and military actions to better protect what freedom they have maintained by working together. Equally likely, trust can break down, and Independents will suspiciously deny each other favors, compete viciously, and turn a blind eye to the misfortune of neighbours.",,,,
planet_chicomoztoc,CUSTOM,"One of the first planets targeted for colonization in the Sector, Chicomoztoc was selected to become a center of industry, host to a nexus of huge nanoforges. Only a marginal terraforming candidate upon discovery, rapid early industry and later war has left the atmosphere choked with complex sulphur compounds, organics refining by-products, and a concerning but manageable dusting of actinides.",,"The enormous population of Chicomoztoc lives in underground arcologies ruled in turn by powerful demagogues - promising reform and jobs for the masses of unemployed - or members of the numerous competing technocrat/criminal patronage networks serving their home hive-coalition or, as often, whoever has bought them off. Hives are occasionally locked down by riots, protest, and insurrection but so long as the Forges are kept safe and churning out mountains of goods, machinines, tools, and starship hulls, the Hegemony overlords meddle little in domestic affairs.    ",,
